constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
88,VAZHOOR,,2,RAJENDRAN PARAMESWARAN NAIR,M,54,GEN,CPI,,35500,124,35624,,False
88,VAZHOOR,,3,HARI,M,27,GEN,BJP,,2944,2,2946,,False
88,VAZHOOR,,4,SIVADAS,M,70,SC,BSP,,1319,1,1320,,False
89,CHANGANACHERRY,,1,C F THOMAS,M,66,GEN,KEC(M),,50270,165,50435,,True
89,CHANGANACHERRY,,2,A V RUSSEL,M,44,GEN,CPI(M),,40651,131,40782,,False
89,CHANGANACHERRY,,3,SHYLAMMA RAJAPPAN,F,39,GEN,BJP,,3542,2,3544,,False
89,CHANGANACHERRY,,4,RAJEEV,M,30,SC,BSP,,1061,0,1061,,False
89,CHANGANACHERRY,,5,K SADANANDAN,M,35,GEN,IND,,556,1,557,,False
89,CHANGANACHERRY,,6,RAGHUNATHAN,M,46,GEN,IND,,404,0,404,,False
90,KOTTAYAM,,1,V N VASAVAN,M,51,GEN,CPI(M),,47522,209,47731,,True
90,KOTTAYAM,,2,AJAY THARAYIL,M,48,GEN,INC,,47120,129,47249,,False
90,KOTTAYAM,,3,T N HARIKUMAR,M,31,GEN,BJP,,4347,4,4351,,False
90,KOTTAYAM,,4,E SREEDHARAN,M,61,GEN,IND,,405,0,405,,False
90,KOTTAYAM,,5,T M KUNJUMOL,F,38,GEN,IND,,359,0,359,,False
90,KOTTAYAM,,6,T J JOHNYKUTTY,M,40,GEN,IND,,290,3,293,,False
91,ETTUMANOOR,,1,THOMAS CHAZHIKKADAN,M,54,GEN,KEC(M),,48621,168,48789,,True
91,ETTUMANOOR,,2,ADV. K.S.KRISHNANKUTTY NAIR,M,44,GEN,CPI(M),,43563,246,43809,,False
91,ETTUMANOOR,,3,ETTUMANOOR RADHAKRISHNAN,M,58,GEN,BJP,,3251,11,3262,,False
91,ETTUMANOOR,,4,A P JAYAPRAKASH,M,55,SC,BSP,,1068,0,1068,,False
92,PUTHUPPALLY,,1,OOMMEN CHANDY,M,62,GEN,INC,,64671,239,64910,,True
92,PUTHUPPALLY,,2,SINDHU JOY,F,28,GEN,CPI(M),,44876,171,45047,,False
92,PUTHUPPALLY,,3,N K NARAYANAN NAMBOOTHIRI,M,45,GEN,BJP,,3513,9,3522,,False
92,PUTHUPPALLY,,4,SREENI K JACOB,M,34,GEN,BSP,,1060,1,1061,,False
92,PUTHUPPALLY,,5,THOMAS,M,37,GEN,IND,,757,0,757,,False
93,POONJAR,,1,P C GEORGE (PLATHOTTAM),M,54,GEN,KCS,,48659,136,48795,,True
93,POONJAR,,2,ADV. T V ABRAHAM KAIPANPLACKAL,M,52,GEN,KEC(M),,41065,93,41158,,False
93,POONJAR,,3,ADV. T S JAYAKUMAR,M,38,GEN,BJP,,1647,5,1652,,False
93,POONJAR,,4,P C GEORGE PADINJAREPURACKAL,M,40,GEN,UIPP,,736,0,736,,False
93,POONJAR,,5,P V ABRAHAM,M,53,GEN,IND,,372,0,372,,False
93,POONJAR,,6,SAJI ABRAHAM,M,54,GEN,IND,,314,0,314,,False
93,POONJAR,,7,P C GEORGE PLAKUTTAM,M,43,GEN,IND,,293,0,293,,False
93,POONJAR,,8,RAJENDRA PRASAD,M,35,GEN,BSP,,286,1,287,,False
93,POONJAR,,9,T S ABRAHAM,M,47,GEN,IND,,122,0,122,,False
94,PALAI,,1,K M MANI,M,74,GEN,KEC(M),,46439,169,46608,,True
94,PALAI,,2,MANI C KAPPAN,M,49,GEN,NCP,,38737,112,38849,,False
94,PALAI,,3,JAYASOORYAN,M,40,GEN,BJP,,3564,2,3566,,False
94,PALAI,,4,P I THANKACHAN,M,39,GEN,BSP,,362,0,362,,False
94,PALAI,,5,SHIBY M AIKKARA,M,35,GEN,IND,,319,0,319,,False
94,PALAI,,6,K T MATHEW,M,46,GEN,IND,,310,0,310,,False
94,PALAI,,7,PAUL,M,68,GEN,IND,,230,0,230,,False
94,PALAI,,8,V A SUNNY,M,37,GEN,IND,,191,0,191,,False
95,KADUTHURUTHY,,1,ADV. MONS JOSEPH,M,41,GEN,KEC,,44775,183,44958,,True
95,KADUTHURUTHY,,2,STEPHEN GEORGE,M,42,GEN,KEC(M),,42802,155,42957,,False
95,KADUTHURUTHY,,3,K R MADHU,M,41,GEN,BJP,,2640,6,2646,,False
95,KADUTHURUTHY,,4,MONSON JOSEPH,M,37,GEN,IND,,1103,2,1105,,False
95,KADUTHURUTHY,,5,C M DEVASIA,M,61,GEN,BSP,,927,0,927,,False
95,KADUTHURUTHY,,6,E V JOSEPH,M,45,GEN,SWJP,,438,1,439,,False
96,VAIKOM (SC),,1,K AJITH,M,34,SC,CPI,,52434,183,52617,,True
96,VAIKOM (SC),,2,ADV. V P SAJEENDRAN,M,36,SC,INC,,43690,146,43836,,False
96,VAIKOM (SC),,3,K K KARUNAKARAN,M,53,SC,BJP,,2441,2,2443,,False
96,VAIKOM (SC),,4,V JIJY,M,27,SC,IND,,761,0,761,,False
96,VAIKOM (SC),,5,P SHANMUGHAN,M,32,SC,BSP,,462,0,462,,False
96,VAIKOM (SC),,6,AJITHKUMAR,M,26,SC,IND,,381,0,381,,False
96,VAIKOM (SC),,7,T AJI,M,29,SC,IND,,322,0,322,,False
96,VAIKOM (SC),,8,K K JANARDHANAN,M,36,SC,IND,,238,0,238,,False
97,AROOR,,1,ADV. A.M.ARIFF,M,41,GEN,CPI(M),,58007,211,58218,,True
97,AROOR,,2,K.R.GOWRIAMMA,F,86,GEN,JPSS,,53327,138,53465,,False
97,AROOR,,3,N.V.PRAKASAN,M,42,GEN,BJP,,3431,6,3437,,False
97,AROOR,,4,GOWRI,F,65,GEN,IND,,1063,0,1063,,False
97,AROOR,,5,K.PRATHAPAN,M,33,SC,IND,,707,0,707,,False
97,AROOR,,6,THURAVOOR SURESH,M,33,SC,BSP,,406,1,407,,False
97,AROOR,,7,K.C.KOCHAPPAN,M,58,SC,IND,,186,0,186,,False
98,SHERTHALAI,,1,P.THILOTHAMAN,M,48,GEN,CPI,,55418,208,55626,,True
98,SHERTHALAI,,2,C.K.SHAJIMOHAN,M,51,GEN,INC,,46824,268,47092,,False
98,SHERTHALAI,,3,SAJEEVLAL,M,42,GEN,BJP,,3832,1,3833,,False
98,SHERTHALAI,,4,SHAJIMON,M,37,GEN,IND,,804,0,804,,False
98,SHERTHALAI,,5,CHACKO GEORGE,M,50,GEN,IND,,194,0,194,,False
98,SHERTHALAI,,6,RAVEENDRAN,M,56,GEN,AIADMK,,178,0,178,,False
98,SHERTHALAI,,7,UTHAMAN,M,33,GEN,IND,,169,0,169,,False
99,MARARIKULAM,,1,DR.THOMAS ISSAC,M,53,GEN,CPI(M),,75546,448,75994,,True
99,MARARIKULAM,,2,SIMMI ROSE BELL JOHN,F,40,GEN,INC,,58022,293,58315,,False
99,MARARIKULAM,,3,SANU SUDHEENDRAN,M,47,GEN,BJP,,4889,4,4893,,False
99,MARARIKULAM,,4,MOHANDAS,M,46,SC,BSP,,920,0,920,,False
99,MARARIKULAM,,5,SHYLAN V,M,41,GEN,IND,,828,0,828,,False
99,MARARIKULAM,,6,PAVUMBA P.PADMANABHAN,M,70,GEN,IND,,482,1,483,,False
100,ALLEPPEY,,1,K.C.VENUGOPAL,M,43,GEN,INC,,49442,279,49721,,True
100,ALLEPPEY,,2,T.J.ANJALOSE,M,47,GEN,CPI,,32540,248,32788,,False
100,ALLEPPEY,,3,PARAYIL RADHAKRISHNAN,M,41,GEN,BJP,,1116,2,1118,,False
100,ALLEPPEY,,4,P.C.VENUGOPAL,M,58,GEN,IND,,489,0,489,,False
100,ALLEPPEY,,5,A.P.ABRAHIMKUTTY,M,36,GEN,AIADMK,,241,0,241,,False
100,ALLEPPEY,,6,ADV.M.A.BINDU,F,36,GEN,IND,,227,0,227,,False
100,ALLEPPEY,,7,ANJALOSE,M,40,GEN,IND,,191,1,192,,False
100,ALLEPPEY,,8,RAJAN KOCHI,M,62,GEN,IND,,81,0,81,,False
101,AMBALAPUZHA,,1,G.SUDHAKARAN,M,59,GEN,CPI(M),,49810,230,50040,,True
101,AMBALAPUZHA,,2,ADV. D.SUGATHAN,M,58,GEN,DIC,,37981,130,38111,,False
101,AMBALAPUZHA,,3,G.BALADEVAN,M,65,GEN,BJP,,2587,4,2591,,False
101,AMBALAPUZHA,,4,K.R.SASI,M,47,GEN,IND,,1810,1,1811,,False
101,AMBALAPUZHA,,5,K.J.CHANDRAMOHAN,M,56,SC,BSP,,797,0,797,,False
101,AMBALAPUZHA,,6,SALEENA REHIM,F,39,GEN,AIADMK,,582,0,582,,False
102,KUTTANAD,,1,THOMAS CHANDY,M,58,GEN,DIC,,42016,93,42109,,True
102,KUTTANAD,,2,DR. K.C.JOSEPH,M,56,GEN,KEC,,36602,126,36728,,False
102,KUTTANAD,,3,THOMAS,M,55,GEN,IND,,1553,0,1553,,False
102,KUTTANAD,,4,T.K.ARAVINDAKSHAN,M,35,GEN,BJP,,1391,2,1393,,False
102,KUTTANAD,,5,V.R.ANIL,M,35,SC,IND,,707,0,707,,False
102,KUTTANAD,,6,M.J.ALEX,M,40,GEN,BSP,,498,0,498,,False
102,KUTTANAD,,7,K.D.JOSEPH,M,47,GEN,IND,,186,0,186,,False
102,KUTTANAD,,8,JOSEPH,M,56,GEN,IND,,169,0,169,,False
102,KUTTANAD,,9,ABRAHAM HAIJIA DOCTOR,M,69,GEN,IND,,117,0,117,,False
103,HARIPAD,,1,ADV.B.BABUPRASAD,M,40,GEN,INC,,53513,274,53787,,True
103,HARIPAD,,2,T.K.DEVAKUMAR,M,44,GEN,CPI(M),,51613,288,51901,,False
103,HARIPAD,,3,N.CHITHRANGATHAN,M,42,GEN,BJP,,2678,6,2684,,False
103,HARIPAD,,4,RAMMOHAN,M,30,GEN,IND,,484,0,484,,False
103,HARIPAD,,5,P.A.SHANAVAS,M,36,GEN,BSP,,474,0,474,,False
103,HARIPAD,,6,K.J.SHEELA,F,39,GEN,IND,,420,5,425,,False
103,HARIPAD,,7,SUDHAKARANASARI (BALAKRISHNAN),M,42,SC,IND,,241,0,241,,False
104,KAYAMKULAM,,1,C K SADASIVAN,M,52,GEN,CPI(M),,49306,391,49697,,True
104,KAYAMKULAM,,2,ADV.C.R.JAYAPRAKASH,M,58,GEN,INC,,43565,300,43865,,False
104,KAYAMKULAM,,3,PALAMUTTATHU VIJAYAKUMAR,M,39,GEN,BJP,,4661,15,4676,,False
104,KAYAMKULAM,,4,D SURESH KUMAR,M,41,SC,BSP,,448,0,448,,False
104,KAYAMKULAM,,5,K.SADASIVAN,M,41,SC,IND,,358,0,358,,False
104,KAYAMKULAM,,6,C N JAYAPRAKASH,M,43,GEN,IND,,233,1,234,,False
104,KAYAMKULAM,,7,E.N.SHANTHIRAJ,F,30,GEN,IND,,203,0,203,,False
104,KAYAMKULAM,,8,DR.K.KISHORE KUMAR,M,55,GEN,IND,,189,0,189,,False
104,KAYAMKULAM,,9,K.B.JAYAPRAKASH,M,38,GEN,IND,,151,0,151,,False
105,THIRUVALLA,,1,MATHEW T THOMAS,M,44,GEN,JD(S),,28785,89,28874,,True
105,THIRUVALLA,,2,VICTOR THOMAS,M,45,GEN,KEC(M),,19924,28,19952,,False
105,THIRUVALLA,,3,SAM EAPEN,M,46,GEN,IND,,14280,20,14300,,False
105,THIRUVALLA,,4,MADHU PARUMALA,M,37,GEN,BJP,,6832,10,6842,,False
105,THIRUVALLA,,5,SUBRAMONYAN NAMPOOTHIRI,M,42,GEN,IND,,375,1,376,,False
105,THIRUVALLA,,6,ADV. MATHEW P THOMAS,M,57,GEN,IND,,350,0,350,,False
105,THIRUVALLA,,7,AMBALAPPUZHA NATESHAN,M,59,SC,AIADMK,,302,0,302,,False
105,THIRUVALLA,,8,KRISHNAN KUTTY,M,57,SC,IND,,137,0,137,,False
106,KALLOOPPARA,,1,JOSEPH M PUTHUSSERI,M,46,GEN,KEC(M),,35993,95,36088,,True
106,KALLOOPPARA,,2,CHERIAN PHILIP,M,52,GEN,IND,,28527,73,28600,,False
106,KALLOOPPARA,,3,ADV.HARIDAS P,M,43,GEN,BJP,,5297,3,5300,,False
106,KALLOOPPARA,,4,K  K KRISHNAN KUTTY,M,62,GEN,BSP,,1434,0,1434,,False
106,KALLOOPPARA,,5,GEETHA SASI,F,42,SC,AIADMK,,440,1,441,,False
107,ARANMULA,,1,K.C RAJAGOPALAN,M,57,GEN,CPI(M),,33922,85,34007,,True
107,ARANMULA,,2,K R RAJAPPAN,M,62,GEN,IND,,19371,16,19387,,False
107,ARANMULA,,3,MALETHU SARALADEVI,F,61,GEN,DIC,,8223,21,8244,,False
107,ARANMULA,,4,ASHOKAN KULANADA,M,42,GEN,BJP,,6243,7,6250,,False
107,ARANMULA,,5,THOMASKUTTY(RANNI ACHAYAN),M,68,GEN,SLAP,,622,0,622,,False
107,ARANMULA,,6,V R SISILY,F,40,GEN,IND,,487,0,487,,False
107,ARANMULA,,7,RADHAKRISHNAN S,M,44,GEN,IND,,461,0,461,,False
107,ARANMULA,,8,C C KUTTAPPAN,M,40,SC,IND,,302,0,302,,False
108,CHENGANNUR,,1,P.C.VISHNUNATH,M,28,GEN,INC,,43931,79,44010,,True
108,CHENGANNUR,,2,SAJI CHERIAN,M,40,GEN,CPI(M),,38734,144,38878,,False
108,CHENGANNUR,,3,MANNAR SATHEESH,M,46,GEN,BJP,,3295,4,3299,,False
108,CHENGANNUR,,4,SASI.E.T.,M,38,GEN,IND,,488,0,488,,False
108,CHENGANNUR,,5,V.VENUGOPAL,M,36,GEN,IND,,416,0,416,,False
109,MAVELIKARA,,1,M.MURALI,M,50,GEN,INC,,47267,182,47449,,True
109,MAVELIKARA,,2,G.RAJAMMA,F,46,GEN,CPI(M),,44586,191,44777,,False
109,MAVELIKARA,,3,ADV.T.O.NOUSHAD,M,35,GEN,BJP,,3787,6,3793,,False
109,MAVELIKARA,,4,VARGHESE GEORGE,M,37,GEN,IND,,559,2,561,,False
109,MAVELIKARA,,5,THAJUDHEEN ALUMMOOTTIL,M,31,GEN,AIADMK,,468,0,468,,False
109,MAVELIKARA,,6,PRASANNA KUMAR,M,33,SC,IND,,445,1,446,,False
110,PANDALAM (SC),,1,K.K.SHAJU,M,41,SC,JPSS,,51058,138,51196,,True
110,PANDALAM (SC),,2,K.RAGHAVAN,M,47,SC,CPI(M),,49611,280,49891,,False
110,PANDALAM (SC),,3,S.GIRIJA,F,34,SC,BJP,,5240,5,5245,,False
110,PANDALAM (SC),,4,P.C.SHYJU,M,25,SC,IND,,1607,0,1607,,False
110,PANDALAM (SC),,5,N.RAGHAVAN,M,54,SC,IND,,1141,0,1141,,False
110,PANDALAM (SC),,6,M.SHYJU,M,26,SC,IND,,1066,0,1066,,False
110,PANDALAM (SC),,7,ADVOCATE V ANIL,M,34,SC,BSP,,823,0,823,,False
110,PANDALAM (SC),,8,P.K.SUKUMARAN,M,50,SC,IND,,420,0,420,,False
111,RANNI,,1,RAJU ABRAHAM,M,44,GEN,CPI(M),,49197,170,49367,,True
111,RANNI,,2,ADV. PEELIPOSE THOMAS,M,57,GEN,INC,,34324,72,34396,,False
111,RANNI,,3,PRASAD N BHASKARAN,M,40,GEN,BJP,,3353,3,3356,,False
111,RANNI,,4,K V MATHEW,M,55,GEN,BSP,,979,0,979,,False
111,RANNI,,5,LAIJU KANNAMTHANAM,M,37,GEN,AIADMK,,394,0,394,,False
111,RANNI,,6,SADANANDAN M S,M,58,GEN,IND,,318,0,318,,False
111,RANNI,,7,ABRAHAM THAMPI,M,40,GEN,IND,,252,0,252,,False
112,PATHANAMTHITTA,,1,ADV. K SIVADASAN NAIR,M,57,GEN,INC,,32951,92,33043,,True
112,PATHANAMTHITTA,,2,V K PURUSHOTHAMAN PILLAI,M,62,GEN,CPI(M),,31644,174,31818,,False
112,PATHANAMTHITTA,,3,K K NAIR,M,75,GEN,IND,,9040,26,9066,,False
112,PATHANAMTHITTA,,4,A G UNNIKRISHNAN,M,41,GEN,BJP,,5921,5,5926,,False
112,PATHANAMTHITTA,,5,P P GEORGEKUTTY,M,44,GEN,IND,,626,0,626,,False
112,PATHANAMTHITTA,,6,ADV M.S MADHU,M,33,GEN,IND,,342,0,342,,False
112,PATHANAMTHITTA,,7,BIJU RAJAN,M,35,GEN,AIADMK,,255,0,255,,False
112,PATHANAMTHITTA,,8,BAIJU BHASKAR,M,25,SC,IND,,161,0,161,,False
113,KONNI,,1,ADOOR PRAKASH,M,51,GEN,INC,,51290,155,51445,,True
113,KONNI,,2,V R SIVARAJAN,M,52,GEN,CPI(M),,36362,188,36550,,False
113,KONNI,,3,P.D.PADMAKUMAR,M,44,GEN,BJP,,4254,10,4264,,False
113,KONNI,,4,PRAKASH,M,33,GEN,IND,,540,0,540,,False
113,KONNI,,5,RATHEESH KUMAR,M,35,GEN,AIADMK,,385,0,385,,False
113,KONNI,,6,SIVAPRASAD RAGHAVAN,M,58,GEN,RJD,,268,0,268,,False
113,KONNI,,7,M.K PODIYAN,M,50,GEN,IND,,255,0,255,,False
113,KONNI,,8,K.G ANILKUMAR,M,35,GEN,IND,,255,0,255,,False
114,PATHANAPURAM,,1,K.B.GANESH KUMAR,M,39,GEN,KEC(B),,55405,149,55554,,True
114,PATHANAPURAM,,2,K.R.CHANDRAMOHANAN,M,57,GEN,CPI,,43542,198,43740,,False
114,PATHANAPURAM,,3,VILAKKUDI CHANDRAN,M,39,GEN,BJP,,2332,2,2334,,False
114,PATHANAPURAM,,4,ANEESH ANTONY,M,26,GEN,IND,,859,0,859,,False
114,PATHANAPURAM,,5,MADAPPARA MURALEEDHARAN,M,58,GEN,IND,,615,0,615,,False
114,PATHANAPURAM,,6,KUZHICHEYIL SUNIL,M,31,SC,BSP,,526,0,526,,False
114,PATHANAPURAM,,7,S.KRISHNAN KUTTY,M,51,GEN,IND,,248,0,248,,False
115,PUNALOOR,,1,ADV.K.RAJU,M,52,GEN,CPI,,58667,228,58895,,True
115,PUNALOOR,,2,M.V.RAGHAVAN,M,72,GEN,CMPKSC,,50852,118,50970,,False
115,PUNALOOR,,3,THOLLUR RAJAGOPALAN,M,35,SC,BSP,,1258,0,1258,,False
115,PUNALOOR,,4,KOTTIYAM NAISAM,M,38,GEN,IND,,1113,1,1114,,False
115,PUNALOOR,,5,SANTHOSH S,M,35,GEN,IND,,764,0,764,,False
115,PUNALOOR,,6,MADAPPARA MURALEEDHARAN,M,58,GEN,IND,,432,0,432,,False
116,CHADAYAMANGALAM,,1,MULLAKKARA RATHNAKARAN,M,51,GEN,CPI,,47051,233,47284,,True
116,CHADAYAMANGALAM,,2,PRAYAR GOPALAKRISHNAN,M,56,GEN,INC,,42441,190,42631,,False
116,CHADAYAMANGALAM,,3,YEROOR ANIL,M,29,GEN,BJP,,2532,1,2533,,False
116,CHADAYAMANGALAM,,4,KADACKAL SUNDHARESAN,M,51,GEN,IND,,1391,0,1391,,False
116,CHADAYAMANGALAM,,5,JOSE SARANADH,M,36,GEN,BSP,,910,0,910,,False
117,KOTTARAKARA,,1,ADV. AISHA POTTI,F,47,GEN,CPI(M),,51880,363,52243,,True
117,KOTTARAKARA,,2,R. BALAKRISHNA PILLAI,M,72,GEN,KEC(B),,39987,169,40156,,False
117,KOTTARAKARA,,3,ADV. N. CHANDRAMOHANAN,M,40,GEN,BJP,,2851,5,2856,,False
117,KOTTARAKARA,,4,C.D. MATHEW,M,56,GEN,IND,,1781,0,1781,,False
117,KOTTARAKARA,,5,K. VISWANATHAN,M,37,SC,BSP,,613,0,613,,False
117,KOTTARAKARA,,6,BIJU,M,34,GEN,AIADMK,,492,0,492,,False
118,NEDUVATHUR (SC),,1,B. RAGHAVAN,M,53,SC,CPI(M),,47569,454,48023,,True
118,NEDUVATHUR (SC),,2,EZHUKONE NARAYANAN,M,50,SC,INC,,46648,220,46868,,False
118,NEDUVATHUR (SC),,3,MADATHIL SASI,M,42,SC,BJP,,3954,8,3962,,False
119,ADOOR,,1,THIRUVANCHOOR RADHAKRISHNAN,M,56,GEN,INC,,53257,159,53416,,True
119,ADOOR,,2,PROF. D K JOHN,M,56,GEN,KEC,,34795,157,34952,,False
119,ADOOR,,3,T R AJITH KUMAR,M,40,GEN,BJP,,3933,10,3943,,False
119,ADOOR,,4,MEENATHEPURA RADHAKRISHNAN,M,40,GEN,IND,,898,0,898,,False
119,ADOOR,,5,ENGINEER M S BABU,M,56,GEN,BSP,,632,0,632,,False
119,ADOOR,,6,S. V JOHN,M,72,GEN,IND,,262,0,262,,False
120,KUNNATHUR (SC),,1,KOVOOR KUNJUMON,M,38,SC,RSP,,64658,353,65011,,True
120,KUNNATHUR (SC),,2,P RAMABHADRAN,M,52,SC,INC,,42325,113,42438,,False
120,KUNNATHUR (SC),,3,ADV. M. SARASWATHY,F,58,SC,BJP,,4646,6,4652,,False
120,KUNNATHUR (SC),,4,P T PRASANNAKUMAR,M,36,SC,BSP,,2725,3,2728,,False
121,KARUNAGAPALLY,,1,C.DIVAKARAN,M,62,GEN,CPI,,52993,294,53287,,True
121,KARUNAGAPALLY,,2,ADV. A N RAJAN BABU,M,57,GEN,JPSS,,40601,190,40791,,False
121,KARUNAGAPALLY,,3,N.PARAMESWARAN POTTY,M,53,GEN,IND,,3638,15,3653,,False
121,KARUNAGAPALLY,,4,ANIL VAZHAPPALLY,M,38,GEN,BJP,,2831,5,2836,,False
121,KARUNAGAPALLY,,5,ADV.S.PRAHLADAN,M,50,GEN,BSP,,840,0,840,,False
121,KARUNAGAPALLY,,6,T H MUHAMMED KUNJU,M,58,GEN,IND,,479,0,479,,False
121,KARUNAGAPALLY,,7,N.GOPINATHAN,M,60,GEN,IND,,351,0,351,,False
122,CHAVARA,,1,N K PREMACHANDRAN,M,44,GEN,RSP,,53563,463,54026,,True
122,CHAVARA,,2,SHIBU BABY JOHN,M,42,GEN,IND,,51984,256,52240,,False
122,CHAVARA,,3,UDAYAKUMAR,M,44,GEN,BJP,,1888,1,1889,,False
122,CHAVARA,,4,SHIBU BALAKRISHNAN,M,30,GEN,RSPK(B),,794,0,794,,False
122,CHAVARA,,5,ABU MUHAMMED,M,47,GEN,IND,,761,0,761,,False
122,CHAVARA,,6,K.MUHAMMED KUNJU,M,54,GEN,AIADMK,,409,0,409,,False
122,CHAVARA,,7,JAYAKUMAR,M,37,SC,BSP,,378,0,378,,False
123,KUNDARA,,1,M.A. BABY,M,52,GEN,CPI(M),,49865,455,50320,,True
123,KUNDARA,,2,KADAVOOR SIVADASAN,M,74,GEN,INC,,35288,163,35451,,False
123,KUNDARA,,3,ADV. KALLADA SUNILKUMAR,M,32,GEN,BJP,,3255,8,3263,,False
123,KUNDARA,,4,DILEEPKUMAR. S,M,34,GEN,BSP,,876,1,877,,False
123,KUNDARA,,5,SIVADASAN,M,52,SC,IND,,493,0,493,,False
123,KUNDARA,,6,BABY,F,39,GEN,IND,,464,0,464,,False
123,KUNDARA,,7,V. ANTONY,M,46,GEN,IND,,315,0,315,,False
123,KUNDARA,,8,JOHNSON KALLADA,M,37,GEN,IND,,293,0,293,,False
124,QUILON,,1,P.K.GURUDASAN,M,62,GEN,CPI(M),,44396,266,44662,,True
124,QUILON,,2,BABU DIVAKARAN,M,53,GEN,IND,,33119,104,33223,,False
124,QUILON,,3,C. THAMPY,M,39,GEN,BJP,,2935,3,2938,,False
124,QUILON,,4,MANGAD THULASEEDHARAN,M,52,SC,BSP,,858,0,858,,False
125,ERAVIPURAM,,1,A.A. AZEEZ,M,64,GEN,RSP,,63761,473,64234,,True
125,ERAVIPURAM,,2,K.M. SHAJI,M,34,GEN,MUL,,40002,183,40185,,False
125,ERAVIPURAM,,3,ADV. G. GOPAKUMAR,M,37,GEN,BJP,,6116,11,6127,,False
125,ERAVIPURAM,,4,S. RADHAKRISHNAN,M,49,GEN,IND,,2626,5,2631,,False
125,ERAVIPURAM,,5,ABDUL AZEEZ,M,45,GEN,IND,,1250,1,1251,,False
125,ERAVIPURAM,,6,C.K. RAMANAN,M,37,SC,BSP,,895,1,896,,False
126,CHATHANOOR,,1,N ANIRUDHAN,M,63,GEN,CPI,,59038,341,59379,,True
126,CHATHANOOR,,2,DR. G. PRATHAPAVARMA THAMPAN,M,48,GEN,INC,,36102,97,36199,,False
126,CHATHANOOR,,3,MURALEEDHARAN PILLAI,M,46,GEN,BJP,,4932,8,4940,,False
126,CHATHANOOR,,4,ABDUL RAHIM,M,52,GEN,IND,,2536,1,2537,,False
126,CHATHANOOR,,5,N. GANAPATHY PILLAI,M,64,GEN,IND,,931,0,931,,False
126,CHATHANOOR,,6,SUSHAMA VIJAYAN,F,53,SC,BSP,,545,0,545,,False
127,VARKALA,,1,VARKALA KAHAR,M,55,GEN,INC,,44838,45,44883,,True
127,VARKALA,,2,ADV  S  SUNDARESAN,M,55,GEN,CPI(M),,43134,124,43258,,False
127,VARKALA,,3,CHERUNNIYOOR SIVAPRASAD,M,44,GEN,BJP,,1624,1,1625,,False
127,VARKALA,,4,KUMAR  R,M,35,SC,BSP,,601,0,601,,False
127,VARKALA,,5,SASIDHARAN,M,46,SC,IND,,596,0,596,,False
127,VARKALA,,6,KAHAR,M,31,GEN,IND,,285,0,285,,False
127,VARKALA,,7,K R ARAVINDAKSHAN PILLAI,M,55,GEN,IND,,269,0,269,,False
127,VARKALA,,8,ADV  SREEVALSAM GOPALKRISHNAN,M,56,SC,IND,,169,0,169,,False
127,VARKALA,,9,VIVEKANANDAN,M,56,GEN,IND,,139,0,139,,False
127,VARKALA,,0,K OMANA,F,25,SC,IND,,99,0,991,,False
127,VARKALA,,1,MURALI KUMAR,M,42,GEN,IND,,78,0,781,,False
128,ATTINGAL,,1,ANATHALAVATTOM ANANDAN,M,68,GEN,CPI(M),,42762,150,42912,,True
128,ATTINGAL,,2,ADV. C MOHANACHANDRAN,M,55,GEN,INC,,31650,54,31704,,False
128,ATTINGAL,,3,KIZHUVILAM RADHAKRISHNAN,M,46,GEN,BJP,,1757,1,1758,,False
128,ATTINGAL,,4,VAKKOM G AJITH,M,28,GEN,IND,,1649,0,1649,,False
128,ATTINGAL,,5,SHIBU B,M,25,SC,IND,,773,0,773,,False
128,ATTINGAL,,6,MOHANACHANDRAN,M,39,SC,IND,,368,0,368,,False
128,ATTINGAL,,7,RAMLAL,M,26,SC,BSP,,260,0,260,,False
128,ATTINGAL,,8,CHITRAKUMARI G S,F,41,SC,IND,,149,0,149,,False
128,ATTINGAL,,9,ADV CHIRAYINKIL GOPINATHAN,M,53,SC,IND,,141,0,141,,False
128,ATTINGAL,,0,ALAMCODE DILSHAD,M,31,GEN,IND,,122,0,1221,,False
129,KILIMANOOR (SC),,1,N RAJAN,M,49,SC,CPI,,51827,215,52042,,True
129,KILIMANOOR (SC),,2,KAVALLOOR MADHU,M,50,SC,DIC,,30495,50,30545,,False
129,KILIMANOOR (SC),,3,KINAKARI JANARDANAN,M,68,SC,BJP,,3996,10,4006,,False
129,KILIMANOOR (SC),,4,MADAVOOR NANDAKUMAR,M,39,SC,BSP,,1718,0,1718,,False
129,KILIMANOOR (SC),,5,K RAVEENDRAN,M,36,SC,IND,,755,0,755,,False
129,KILIMANOOR (SC),,6,BABU T,M,41,SC,IND,,530,0,530,,False
129,KILIMANOOR (SC),,7,G ANANDAN,M,40,SC,IND,,428,0,428,,False
129,KILIMANOOR (SC),,8,PANDALAM RAJENDRAN,M,39,SC,IND,,372,0,372,,False
130,VAMANAPURAM,,1,J ARUNDHATHI,F,60,GEN,CPI(M),,45469,274,45743,,True
130,VAMANAPURAM,,2,ADV. S. SHINE,M,37,GEN,JPSS,,39156,78,39234,,False
130,VAMANAPURAM,,3,ADV.S ANILKUMAR,M,46,GEN,IND,,5618,9,5627,,False
